part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0025,2253,6411.756400,2647.924000,2533.840800,4093.412000,2574.288800,0.2424,0.0186,0.2392,0.1624
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0026,2253,5006.202000,1948.698400,1938.243600,3770.215600,1935.583200,0.2496,0.0142,0.2497,0.1415
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0027,2253,2535.368000,1667.889200,1685.882800,1976.170000,1661.704400,0.2483,0.0051,0.2451,0.0749
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0028,2253,2083.722400,1310.053200,1316.495200,2057.079600,1310.324400,0.2498,0.0076,0.2498,0.0685
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0029,2253,4540.255600,1433.496400,1226.778800,2220.143200,1294.924800,0.2436,0.0159,0.2396,0.1250
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0020,2253,2113.920800,1705.296800,1660.290800,1974.308800,1646.351200,0.2488,0.0287,0.2494,0.0815
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0021,2253,2468.501600,2129.525600,2178.691200,2425.110000,2132.057600,0.2468,0.0137,0.2495,0.0757
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0022,2253,1216.011200,991.394800,991.862400,1099.216000,1001.297200,0.2487,0.0107,0.2503,0.0267
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0023,2253,5676.362400,2751.927200,2621.206400,4018.612400,2623.245600,0.2503,0.0724,0.2496,0.1415
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0024,2253,4396.206800,2160.714400,1996.894800,2834.593600,2034.744400,0.2502,0.0379,0.2502,0.1162
